family,gene,mouse gene,source,skin compartment,compartment confidence,full name,role,key reference,validated in,psoriasis relevance,family review
Stromal mechano (extras),MMP2,Mmp2,Aragona 2020 (ATAC motifs),Dermis,Medium,Gelatinase-A (MMP2),matrix metalloprotease; ECM/basement-membrane remodelling & stiffness,"Aragona, Nature, 2020 [PMC7116042]; Kessenbrock, Cell, 2010 [PMC2862057]",Aguilera-Stewart 2025; Villeneuve 2026; Kaivola 2026,Gelatinase-A overexpressed in psoriatic skin,
Stromal mechano (extras),MMP3,Mmp3,Aragona 2020 (scRNA DEGs),Both,Medium,Stromelysin-1 (MMP3),matrix metalloprotease; ECM remodelling,"Aragona, Nature, 2020 [PMC7116042]",Kaivola 2026; Bonjoch 2025,Stretch-induced matrix protease,
Stromal mechano (extras),MMP7,Mmp7,Young 2023 (single-cell genomechanics),Both,Medium,Matrilysin (MMP7),epithelial ECM-degrading metalloprotease (single-cell genomechanics panel),"Young, iScience, 2023 [PMC10074148]",Kaivola 2026,,
Stromal mechano (extras),MMP9,Mmp9,Young 2023 (single-cell genomechanics),Both,Medium,Gelatinase B (MMP9),ECM/basement-membrane metalloprotease; invasion (genomechanics panel),"Young, iScience, 2023 [PMC10074148]",Kaivola 2026; Bonjoch 2025,,
Stromal mechano (extras),MMP11,Mmp11,Young 2023 (single-cell genomechanics),Dermis,Medium,Stromelysin-3 (MMP11),stromal ECM-remodelling metalloprotease (genomechanics panel),"Young, iScience, 2023 [PMC10074148]",Kaivola 2026,,
Stromal mechano (extras),MMP12,Mmp12,Hunter 2025 (melanoma confinement),Both,Medium,Macrophage metalloelastase (MMP12),elastin/ECM-degrading metalloprotease; HMGB2-induced invasion target,"Hunter, Nature, 2025 [PMC12611772]",Kaivola 2026,,
Stromal mechano (extras),MMP13,Mmp13,Aguilera-Stewart 2025 (fibroblast),Dermis,Medium,Collagenase-3 (MMP13),matrix metalloprotease; stretch-up; regenerative-fibroblast signature,"Aguilera-Stewart, bioRxiv, 2025 [preprint]",Kaivola 2026,Elevated in psoriatic skin (matrix remodelling),
Stromal mechano (extras),MMP14,Mmp14,Curated panel,Dermis,High,MT1-MMP,mechanically-regulated activator of secreted MMPs at invadopodia,"Haage, Biochem Biophys Res Commun, 2014 [PMID 24878529]",Aguilera-Stewart 2025; Kaivola 2026,,Fiore et al. 2015 [J Cell Biol]; Tsukui et al. 2020 [Nat Commun]
Stromal mechano (extras),NREP,Nrep,Curated panel,Dermis,Medium,NREP / P311,myofibroblast contractility; required for scar tensile strength via TGF-β isoform translation,"Cheng, Am J Pathol, 2017 [PMC5389364]",,,Fiore et al. 2015 [J Cell Biol]; Tsukui et al. 2020 [Nat Commun]
Stromal mechano (extras),PDGFB,Pdgfb,Xue 2025 (stretched-skin scRNA-seq),Both,Medium,Platelet-derived growth factor B,PDGF ligand (PDGFRA/B axis); stretch-induced angiogenic/fibroblast signalling,"Xue, Nat Commun, 2025 [PMID 40715139]",,,
Stromal mechano (extras),PDGFRA,Pdgfra,Aguilera-Stewart 2025 (fibroblast),Dermis,High,PDGFR-alpha,dermal-fibroblast master receptor/marker; mechano-activated stroma,"Aguilera-Stewart, bioRxiv, 2025 [preprint]; Driskell, Nature, 2013 [PMC3868929]",Cosgrove 2025,Dermal fibroblast marker; psoriatic stroma,
Stromal mechano (extras),PDPN,Pdpn,Aguilera-Stewart 2025 (fibroblast),Dermis,Medium,Podoplanin,fibroblast ECM-remodelling glycoprotein; stretch-up; CLEC-2 ligand,"Aguilera-Stewart, bioRxiv, 2025 [preprint]; Astarita, Front Immunol, 2012 [PMC3439854]",,Marks activated/inflammatory dermal fibroblasts in psoriasis,
Stromal mechano (extras),PLAU,Plau,Curated panel,Dermis,High,uPA / urokinase plasminogen activator,uPAR transmits mechanical force across the membrane (foundational paper),"Wang, Am J Physiol, 1995 [PMID 7733228]",Kaivola 2026; Huang 2025; Yu 2022,,Fiore et al. 2015 [J Cell Biol]; Tsukui et al. 2020 [Nat Commun]
Stromal mechano (extras),PLAUR,Plaur,Xiong 2024 (MechanoBase),Both,Medium,uPAR (PLAUR),urokinase receptor; mechano-migration/ECM (with PLAU),"Xiong, Database (Oxford), 2024 [PMC11131424]",Kaivola 2026,,
Stromal mechano (extras),PTGS2,Ptgs2,Xiong 2025 (MechanoGEPred),Both,Medium,COX-2 (PTGS2),mechano-induced prostaglandin synthase,"Xiong, BioData Min, 2025 [PMC12625330]",Bonjoch 2025; Li 2025,,
Stromal mechano (extras),S100A8,S100a8,Xue 2025 (stretched-skin scRNA-seq),Both,Medium,S100 calcium-binding protein A8 (calprotectin subunit),keratinocyte/myeloid Ca-binding alarmin; stretch-signature gene,"Xue, Nat Commun, 2025 [PMID 40715139]",Aragona 2020; Aguilera-Stewart 2025; Huang 2025; Li 2025,Calprotectin (S100A8/A9): major psoriasis alarmin/biomarker,
Stromal mechano (extras),THY1,Thy1,Curated panel,Dermis,High,Thy-1 / CD90,couples to αvβ3 integrin to gate Fyn-dependent rigidity sensing in fibroblasts,"Fiore, J Cell Biol, 2015 [PMC4602038]",Aragona 2020; Kaivola 2026; Xue 2025,,Fiore et al. 2015 [J Cell Biol]; Tsukui et al. 2020 [Nat Commun]
Stromal mechano (extras),TIMP1,Timp1,Aguilera-Stewart 2025 (fibroblast),Both,Medium,TIMP metallopeptidase inhibitor 1,MMP inhibitor; stretch-up; ECM turnover balance,"Aguilera-Stewart, bioRxiv, 2025 [preprint]",Kaivola 2026,Elevated in psoriatic skin/serum (MMP/TIMP imbalance),
Stromal mechano (extras),TIMP2,Timp2,Xiong 2025 (MechanoGEPred),Both,Medium,TIMP2,metalloprotease inhibitor (with TIMP1/3),"Xiong, BioData Min, 2025 [PMC12625330]",,,
Stromal mechano (extras),TIMP3,Timp3,Young 2023 (single-cell genomechanics),Both,Medium,TIMP metallopeptidase inhibitor 3,ECM-bound MMP inhibitor; positive correlate of cell stiffness; metastasis suppressor (with TIMP1/2),"Young, iScience, 2023 [PMC10074148]",,,
TGF-β receptor / SMAD core,ACVRL1,Acvrl1,Suriyagandhi 2024 (mechano-inflammation network),Dermis,Medium,ALK1 (ACVRL1),endothelial TGF-beta-superfamily type-I receptor (flow-responsive),"Suriyagandhi, Mechanobiol Med, 2025 [PMC12082120]",,,
TGF-β receptor / SMAD core,BAMBI,Bambi,Xiong 2025 (MechanoGEPred),Both,Medium,BAMBI,BMP/TGF-beta pseudoreceptor (mechano-TGFb),"Xiong, BioData Min, 2025 [PMC12625330]",,,
TGF-β receptor / SMAD core,BMP6,Bmp6,Cosgrove 2025 (mechano-enhancers),Both,Medium,Bone morphogenetic protein 6,BMP ligand; stiffness-responsive TGF-beta/BMP signalling,"Cosgrove, Science, 2025 [PMC13005951]",,,
TGF-β receptor / SMAD core,LRRC32,Lrrc32,Xue 2025 (stretched-skin scRNA-seq),Both,Medium,GARP (LRRC32),cell-surface docking receptor presenting latent TGF-β for force-dependent activation; stretch-signature,"Xue, Nat Commun, 2025 [PMID 40715139]",,,
TGF-β receptor / SMAD core,SMAD1,Smad1,Aragona 2020 (regulons),Both,High,SMAD1,BMP-SMAD effector; mechanosensitive (completes SMAD2/3/4),"Aragona, Nature, 2020 [PMC7116042]",,BMP-SMAD mechano arm,
TGF-β receptor / SMAD core,SMAD2,Smad2,Curated panel,Both,High,SMAD2,"receptor-regulated SMAD, phosphorylated by TGFBR1; TGF-β-specific (with SMAD3)","Massagué, Nat Rev MCB, 2012 [PMC4027049]",Liu 2026,,Heldin & Moustakas 2016 [CSH Perspect Biol]; Massagué 2012 [Nat Rev MCB]
TGF-β receptor / SMAD core,SMAD3,Smad3,Curated panel,Both,High,SMAD3,receptor-regulated SMAD; canonical mechano-fibrosis effector,"Massagué, Nat Rev MCB, 2012 [PMC4027049]",Hunter 2025; Rajan 2026,,Heldin & Moustakas 2016 [CSH Perspect Biol]; Massagué 2012 [Nat Rev MCB]
TGF-β receptor / SMAD core,SMAD4,Smad4,Curated panel,Both,High,SMAD4,common-mediator SMAD; partners with phospho-SMAD2/3 to translocate into the nucleus,"Massagué, Nat Rev MCB, 2012 [PMC4027049]",McCreery 2025; Huang 2025,,Heldin & Moustakas 2016 [CSH Perspect Biol]; Massagué 2012 [Nat Rev MCB]
TGF-β receptor / SMAD core,TGFBR1,Tgfbr1,Curated panel,Both,High,TGF-β receptor I,type-I receptor (ALK5); phosphorylates SMAD2/3,"Heldin, CSH Perspect Biol, 2016 [PMC4968163]",,,Heldin & Moustakas 2016 [CSH Perspect Biol]; Massagué 2012 [Nat Rev MCB]
TGF-β receptor / SMAD core,TGFBR2,Tgfbr2,Curated panel,Both,High,TGF-β receptor II,"type-II receptor; constitutively active kinase, binds TGF-β1/3 and activates TGFBR1","Heldin, CSH Perspect Biol, 2016 [PMC4968163]",,,Heldin & Moustakas 2016 [CSH Perspect Biol]; Massagué 2012 [Nat Rev MCB]
Wnt / planar cell polarity (mechano),CAMK2B,Camk2b,Suriyagandhi 2024 (mechano-inflammation network),Both,Medium,CaMKII-beta (CAMK2B),Wnt-Ca2+ / mechano-calcium kinase (-> NFATC1),"Suriyagandhi, Mechanobiol Med, 2025 [PMC12082120]",,,
Wnt / planar cell polarity (mechano),DAAM1,Daam1,Suriyagandhi 2024 (mechano-inflammation network),Both,Medium,Dishevelled-associated activator of morphogenesis 1,PCP formin; non-canonical Wnt/PCP effector,"Suriyagandhi, Mechanobiol Med, 2025 [PMC12082120]",,,
Wnt / planar cell polarity (mechano),DKK1,Dkk1,Xiong 2025 (MechanoGEPred),Both,Medium,Dickkopf-1 (DKK1),Wnt antagonist; mechano-regulated,"Xiong, BioData Min, 2025 [PMC12625330]",,,
Wnt / planar cell polarity (mechano),DVL1,Dvl1,Suriyagandhi 2024 (mechano-inflammation network),Both,Medium,Dishevelled 1,Wnt/PCP signalling hub (canonical + PCP),"Suriyagandhi, Mechanobiol Med, 2025 [PMC12082120]",,,
Wnt / planar cell polarity (mechano),DVL2,Dvl2,Suriyagandhi 2024 (mechano-inflammation network),Both,Medium,Dishevelled 2,Wnt/PCP signalling hub,"Suriyagandhi, Mechanobiol Med, 2025 [PMC12082120]",,,
Wnt / planar cell polarity (mechano),FZD1,Fzd1,Aguilera-Stewart 2025 (fibroblast),Both,Medium,Frizzled-1,Wnt receptor (completes Wnt/PCP module),"Aguilera-Stewart, bioRxiv, 2025 [preprint]",Bansaccal 2023,Wnt receptor; stretch-regulated,
Wnt / planar cell polarity (mechano),LEF1,Lef1,Aragona 2020 (regulons),Both,Medium,LEF1,Wnt/beta-catenin nuclear effector TF (completes Wnt module),"Aragona, Nature, 2020 [PMC7116042]",Aguilera-Stewart 2025; Bansaccal 2023; Fiore 2020; McCreery 2025; Koester 2021,Wnt effector; hair-follicle/epidermal,
Wnt / planar cell polarity (mechano),LGR4,Lgr4,Xiong 2025 (MechanoGEPred),Both,Medium,LGR4,R-spondin receptor; Wnt-mechano,"Xiong, BioData Min, 2025 [PMC12625330]",,,
Wnt / planar cell polarity (mechano),LRP5,Lrp5,Xiong 2025 (MechanoGEPred),Both,Medium,LRP5,Wnt co-receptor; bone-mechano signalling,"Xiong, BioData Min, 2025 [PMC12625330]",,,
Wnt / planar cell polarity (mechano),NFATC1,Nfatc1,Aguilera-Stewart 2025 (fibroblast),Both,Medium,NFATc1,Wnt-Ca2+/calcineurin-NFAT effector; mechano-calcium transcription,"Aguilera-Stewart, bioRxiv, 2025 [preprint]",Koester 2021,Calcineurin-NFAT axis (cyclosporine target in psoriasis),
Wnt / planar cell polarity (mechano),PRICKLE1,Prickle1,Aguilera-Stewart 2025 (fibroblast),Both,Medium,Prickle planar cell polarity protein 1,core PCP protein; tissue-tension polarity (partners VANGL2),"Aguilera-Stewart, bioRxiv, 2025 [preprint]; Devenport, Nat Cell Biol, 2014 [PMC4210441]",,Non-canonical Wnt/PCP; stretch-regulated,
Wnt / planar cell polarity (mechano),ROR2,Ror2,Skin/psoriasis review,Dermis,Medium,RTK-like orphan receptor 2,WNT5A co-receptor; non-canonical Wnt/PCP,"Minami, Dev Dyn, 2010 [PMID 19530173]",,WNT5A co-receptor in the psoriatic non-canonical Wnt axis,
Wnt / planar cell polarity (mechano),VANGL2,Vangl2,Skin/psoriasis review,Epidermis,Medium,VANGL planar cell polarity protein 2,core PCP protein; orients cells to tissue-level force,"Devenport, Nat Cell Biol, 2014 [PMC4210441]",,Epidermal planar-polarity machinery,
Wnt / planar cell polarity (mechano),WNT5A,Wnt5a,Skin/psoriasis review,Both,Medium,Wnt family member 5A,non-canonical Wnt ligand; Wnt/PCP + Wnt-Ca2+ (tissue-level mechanics),"Tian, J Cell Mol Med, 2019 [PMC6714168]",Aguilera-Stewart 2025; Koester 2021; Young 2023,"Up ~4-fold in psoriatic plaques; drives keratinocyte proliferation/inflammation, suppresses FLG/KRT1/KRT10",
Wnt / planar cell polarity (mechano),WNT5B,Wnt5b,Liu 2026 (IL-11 stretch fibroblast),Both,Medium,Wnt-5b,non-canonical Wnt/PCP ligand; downstream effector of IL-11-mediated dermal fibroblast activation under mechanical stretch,"Liu, J Invest Dermatol, 2026 [PMID 40812469]",,,
Wnt / planar cell polarity (mechano),WNT11,Wnt11,Aguilera-Stewart 2025 (fibroblast),Both,Medium,Wnt family member 11,non-canonical Wnt ligand (PCP/convergent-extension),"Aguilera-Stewart, bioRxiv, 2025 [preprint]",McCreery 2025,Non-canonical Wnt ligand; stretch-regulated,
